debugIEOJ1S:debugCZ4Z12,feedback_aware3,both
debugGTJGU3:debugFPNHT2,liking1m,50
debugGTJGU3:debugFPNHT2,liking3m,50
debugGTJGU3:debugFPNHT2,liking5m,50
debugGTJGU3:debugFPNHT2,liking7m,50
debugGTJGU3:debugFPNHT2,liking2m,50
debugGTJGU3:debugFPNHT2,liking4m,50
debugGTJGU3:debugFPNHT2,liking6m,50
debugGTJGU3:debugFPNHT2,liking8m,50
debugGTJGU3:debugFPNHT2,choose1m,50
debugGTJGU3:debugFPNHT2,choose3m,50
debugGTJGU3:debugFPNHT2,choose5m,50
debugGTJGU3:debugFPNHT2,choose7m,50
debugGTJGU3:debugFPNHT2,choose2m,50
debugGTJGU3:debugFPNHT2,choose4m,50
debugGTJGU3:debugFPNHT2,choose6m,50
debugGTJGU3:debugFPNHT2,choose8m,50
debugGTJGU3:debugFPNHT2,gender_girl,F
debugGTJGU3:debugFPNHT2,age,
debugGTJGU3:debugFPNHT2,comment_form,
debugGTJGU3:debugFPNHT2,worker_ID,
debugGTJGU3:debugFPNHT2,difficulty,5
debugGTJGU3:debugFPNHT2,gender,-1
debugGTJGU3:debugFPNHT2,race,7
debugGTJGU3:debugFPNHT2,debrief,1
debug46NPDU:debugDII913,feedback_aware3,both
debug46NPDU:debugDII913,reward1m,31
debug46NPDU:debugDII913,reward3m,69
debug46NPDU:debugDII913,reward5m,36
debug46NPDU:debugDII913,reward7m,53
debug46NPDU:debugDII913,reward2m,29
debug46NPDU:debugDII913,reward4m,70
debug46NPDU:debugDII913,reward6m,32
debug46NPDU:debugDII913,reward8m,65
debug46NPDU:debugDII913,liking1m,35
debug46NPDU:debugDII913,liking3m,68
debug46NPDU:debugDII913,liking5m,32
debug46NPDU:debugDII913,liking7m,68
debug46NPDU:debugDII913,liking2m,22
debug46NPDU:debugDII913,liking4m,75
debug46NPDU:debugDII913,liking6m,19
debug46NPDU:debugDII913,liking8m,4
debug46NPDU:debugDII913,choose1m,37
debug46NPDU:debugDII913,choose3m,73
debug46NPDU:debugDII913,choose5m,28
debug46NPDU:debugDII913,choose7m,75
debug46NPDU:debugDII913,choose2m,17
debug46NPDU:debugDII913,choose4m,78
debug46NPDU:debugDII913,choose6m,18
debug46NPDU:debugDII913,choose8m,71
debug46NPDU:debugDII913,awareB,B
debug46NPDU:debugDII913,age,
debug46NPDU:debugDII913,comment_form,
debug46NPDU:debugDII913,worker_ID,
debug46NPDU:debugDII913,difficulty,5
debug46NPDU:debugDII913,gender,-1
debug46NPDU:debugDII913,race,7
debug46NPDU:debugDII913,debrief,1
debug339NH9:debug43PSN6,feedback_aware2,feedback
debug339NH9:debug43PSN6,reward1m,42
debug339NH9:debug43PSN6,reward3m,29
debug339NH9:debug43PSN6,reward5m,72
debug339NH9:debug43PSN6,reward7m,31
debug339NH9:debug43PSN6,reward2m,65
debug339NH9:debug43PSN6,reward4m,38
debug339NH9:debug43PSN6,reward6m,66
debug339NH9:debug43PSN6,reward8m,39
debug339NH9:debug43PSN6,liking1m,60
debug339NH9:debug43PSN6,liking3m,38
debug339NH9:debug43PSN6,liking5m,60
debug339NH9:debug43PSN6,liking7m,19
debug339NH9:debug43PSN6,liking2m,74
debug339NH9:debug43PSN6,liking4m,34
debug339NH9:debug43PSN6,liking6m,72
debug339NH9:debug43PSN6,liking8m,23
debug339NH9:debug43PSN6,choose1m,60
debug339NH9:debug43PSN6,choose3m,20
debug339NH9:debug43PSN6,choose5m,70
debug339NH9:debug43PSN6,choose7m,34
debug339NH9:debug43PSN6,choose2m,69
debug339NH9:debug43PSN6,choose4m,23
debug339NH9:debug43PSN6,choose6m,69
debug339NH9:debug43PSN6,choose8m,24
debug339NH9:debug43PSN6,awareN,N
debug339NH9:debug43PSN6,age,
debug339NH9:debug43PSN6,comment_form,
debug339NH9:debug43PSN6,worker_ID,
debug339NH9:debug43PSN6,difficulty,5
debug339NH9:debug43PSN6,gender,-1
debug339NH9:debug43PSN6,race,7
debug339NH9:debug43PSN6,debrief,1
